Index,Employed,Bank Balance,Annual Salary,Defaulted,Bank Balance/Annual Salary
122,1,3271.44,665392.08,0,0.004916559872489015
123,1,5396.88,595721.16,0,0.00905940624972932
124,0,9933.24,128082.36,0,0.07755353664626417
125,1,5160.0,407102.64,0,0.012674936227384819
126,1,0.0,381909.12,0,0.0
127,0,18688.08,220855.08,0,0.0846169352319177
128,1,11138.88,404665.92,0,0.027526113392499173
129,1,16481.4,589221.6,0,0.027971479660623442
130,0,11412.84,223218.36,0,0.05112858996007318
131,0,15506.52,276790.2,0,0.05602264820069497
132,1,6986.28,297129.6,0,0.023512568253045138
133,0,4073.04,231695.76,0,0.01757925997437329
134,1,4919.76,535693.08,0,0.009183915536112582
135,1,14597.4,643678.2,0,0.022678102194543796
136,1,7181.52,529491.24,0,0.013563057247179388
137,0,17844.0,214252.8,1,0.08328479254413479
138,1,11325.6,719722.08,0,0.0157360741246121
139,1,0.0,594309.0,0,0.0
140,0,11955.36,250598.88,0,0.04770715655233575
141,0,8979.6,134984.04,0,0.06652342010210985
142,1,3896.88,184938.24,0,0.021071250596956043
143,0,6904.56,192068.16,0,0.03594848828665824
144,1,5300.88,432146.88,0,0.012266384984660771
145,1,14263.68,474318.72,0,0.03007193137981145
146,1,1141.8,616454.4,0,0.0018522051266079047
147,1,12187.32,518625.48,0,0.023499269646373718
148,1,15102.84,539180.04,0,0.02801075499753292
149,0,14138.88,93003.48,0,0.1520252790540741
150,1,8778.36,527472.72,0,0.01664230142555998
151,1,4201.08,533462.4,0,0.007875119221148481
152,1,5026.2,442821.36,0,0.011350400983367199
153,1,6398.76,472722.48,0,0.013535975695507437
154,1,1143.6,388312.68,0,0.002945049334984374
155,0,17436.12,191196.0,0,0.09119500407958325
156,1,4231.68,472856.88,0,0.008949177180207255
157,0,8834.88,169295.88,0,0.05218603075278618
158,1,15677.76,494695.56,0,0.03169173380088554
159,1,13789.8,542337.48,0,0.025426603376185616
160,1,8438.76,692151.36,0,0.012192073132674333
161,0,16329.6,226371.72,0,0.0721362191354998
162,1,377.4,639448.2,0,0.0005901963599240721
163,1,11858.52,582844.32,0,0.02034594761084744
164,1,4320.24,287130.6,0,0.015046254213239551
165,1,7769.76,398715.36,0,0.019486984399096137
166,0,0.0,117801.48,0,0.0
167,1,5342.88,383695.44,0,0.013924794102322405
168,0,10542.48,209960.88,0,0.05021163942540153
169,0,4029.96,261118.44,0,0.015433456174140747
170,1,7999.32,365261.64,0,0.021900246628690598
171,1,9766.56,488849.52,0,0.019978663372728685
172,1,10035.6,655286.16,0,0.01531483588788141
173,1,11609.76,396661.32,0,0.029268697033529762
174,0,26469.6,171257.88,1,0.15455989528773798
175,0,15098.28,140066.64,0,0.10779354741428794
176,1,14877.6,481286.04,0,0.030912178545631618
177,0,0.0,165123.6,0,0.0
178,0,11134.68,269680.56,0,0.04128840432547307
179,0,16680.36,255589.2,0,0.06526238197858125
180,1,4926.0,641654.52,0,0.007677028442034508
181,1,876.96,368180.88,0,0.002381872736031268
182,1,9487.2,543637.2,0,0.01745134438923606
183,1,9474.0,390958.8,0,0.024232732451603598
184,1,9496.32,555830.88,0,0.01708490899246188
185,1,5748.48,447070.56,0,0.012858104546181703
186,1,10663.32,346797.48,0,0.03074797429323881
187,1,15412.68,513983.4,0,0.02998672719780444
188,0,8547.36,280103.4,0,0.030515016954453248
189,0,15487.44,220896.6,0,0.07011171742797309
190,1,1516.32,531371.16,0,0.0028535986032813673
191,1,9352.56,733906.68,0,0.012743527555846745
192,1,8369.88,593721.12,0,0.01409732569392175
193,1,7283.64,523320.36,0,0.013918128467235634
194,0,21634.8,256937.04,0,0.08420272919778324
195,1,10801.08,495318.72,0,0.021806323007537452
196,1,11595.36,401291.76,0,0.028895086208597955
197,1,8052.72,428269.32,0,0.018802934564633302
198,1,2058.72,282071.88,0,0.007298565174238565
199,1,17789.76,543127.32,0,0.03275430887917772
200,1,7687.92,557574.84,0,0.013788140081787048
201,0,8473.92,216940.2,0,0.039061086880163284
202,0,21296.28,244314.12,1,0.08716761847411848
203,1,10998.0,309220.92,0,0.03556680447105584
204,1,15255.24,432642.0,0,0.035260654305407244
205,1,1326.84,568069.32,0,0.002335700861296294
206,1,20967.12,453831.48,0,0.0462002327383724
207,1,22675.2,587474.04,1,0.038597790635991336
208,1,326.4,252622.08,0,0.0012920485810266466
209,1,8954.76,421918.2,0,0.02122392444791431
210,0,22792.68,247862.4,1,0.09195698903907976
211,0,9767.88,244698.36,0,0.03991804440373037
212,1,5993.52,466789.92,0,0.012839865950832873
213,1,10237.92,435269.4,0,0.023520881550598317
214,1,5696.76,384772.08,0,0.01480554410288813
215,1,14830.56,430065.36,0,0.034484432784821356
216,1,7448.16,530565.24,0,0.014038160509723554
217,1,2640.36,454560.36,0,0.005808601524338815
218,0,15658.92,216888.96,0,0.07219786567283093
219,0,19297.8,268296.6,0,0.07192711350050653
220,1,3077.64,451884.72,0,0.006810675076599182
221,0,13843.2,230699.76,0,0.060005263984669946
222,1,9262.8,374041.08,0,0.024764124838908066
223,0,13195.56,204768.48,0,0.06444136324106131
224,1,9394.56,484285.56,0,0.019398802640326503
225,1,5331.12,431092.08,0,0.012366545912882462
226,1,6048.36,297371.52,0,0.020339405737307994
227,1,21150.0,505495.92,0,0.04184010031178887
228,0,10201.2,223427.88,0,0.0456576860506397
229,1,16946.88,489420.72,0,0.03462640486491868
230,1,8586.0,569790.84,0,0.015068687309890767
231,1,16362.36,668556.48,0,0.024474162601789456
232,1,5918.88,509942.4,0,0.011606957962311037
233,1,16257.0,400501.56,0,0.04059160219001394
234,0,6855.48,184995.24,0,0.0370576021307359
235,1,11473.8,529040.52,0,0.021687941785631087
236,1,11577.84,412689.0,0,0.02805463678460051
237,1,6631.56,606157.92,0,0.010940317335126133
238,1,4059.24,453206.88,0,0.008956704275980982
239,1,8509.44,528499.56,0,0.016101129771990727
240,1,11747.76,694068.6,0,0.016925934986829833
241,1,4452.12,188432.52,0,0.023627131877236477
242,0,18874.32,179162.16,1,0.10534769172240388
243,1,0.0,481802.64,0,0.0
244,1,23573.76,468655.08,1,0.05030087372572596
245,1,6576.48,403267.8,0,0.016307972022561682
246,1,15084.72,408540.12,0,0.03692347277912387
247,1,14279.04,456202.68,0,0.03129977228542367
248,1,8252.16,472482.96,0,0.017465518756485946
249,1,10148.4,478794.12,0,0.021195749020476693
250,0,11492.16,236116.2,0,0.048671628630309986
251,1,2802.24,519913.32,0,0.00538982151871008
252,0,13523.4,171579.12,0,0.07881728266236591
253,0,5866.32,181913.88,0,0.03224778669994835
254,1,9214.8,531882.96,0,0.01732486410168132
255,1,6743.16,376662.12,0,0.017902410786622237
256,0,13107.24,209455.2,0,0.06257777319445876
257,1,861.48,383588.88,0,0.0022458419545425823
258,0,22069.68,163504.8,0,0.13497878961351595
259,0,10512.0,269694.84,0,0.03897738644165383
260,1,6649.32,364284.36,0,0.018253103152712898
261,1,10695.84,527340.48,0,0.02028260754797356
262,1,5578.08,327898.8,0,0.017011590161354662
263,0,6762.48,288984.48,0,0.02340084145695298
264,1,18364.2,360045.84,1,0.051005172008097635
265,1,11886.84,500283.0,0,0.02376023170885279
266,1,7084.8,513230.4,0,0.013804326477932718
267,0,8581.92,253842.12,0,0.033808100877821226
268,1,18484.56,502224.96,0,0.036805339185053645
269,1,14919.96,499676.16,0,0.02985925924502782
270,0,2823.96,250916.4,0,0.011254585192518306
271,1,6339.0,592732.08,0,0.010694545164486459
272,1,7107.0,368774.4,0,0.019271945124173476
273,1,8462.4,512198.28,0,0.01652172670318221
274,1,5478.24,578349.36,0,0.009472198603280205
275,0,5648.64,216625.2,0,0.026075636629533407
276,0,18036.96,127204.92,0,0.14179451549515537
277,1,16355.64,530615.04,0,0.030823928398260248
278,1,10905.24,540394.2,0,0.020180157374005865
279,0,13161.84,193776.72,0,0.06792271022029892
280,1,4430.64,574021.08,0,0.0077186015537965965
281,1,8080.8,603075.48,0,0.013399317776938967
282,1,12462.0,614077.68,0,0.02029384946868611
283,1,0.0,345155.04,0,0.0
284,1,6326.28,389173.44,0,0.016255682813297843
285,1,9809.64,395693.16,0,0.024791027471892615
286,0,18588.48,236427.48,0,0.07862233273391062
287,0,6800.52,142247.4,0,0.047807692794385
288,1,17952.72,299231.04,0,0.05999618221425158
289,1,10351.92,514137.96,0,0.020134517980349088
290,1,15109.8,375163.68,0,0.040275220671681225
291,1,12300.48,522120.6,0,0.023558695060106803
292,0,8439.36,177524.88,0,0.047539026642350074
293,0,12988.68,182104.32,0,0.0713254907956055
294,1,10925.4,528659.04,0,0.020666250216774876
295,0,11958.48,203947.92,0,0.058634969162715656
296,1,4245.36,702171.84,0,0.006046041379272629
297,0,9392.52,159603.6,0,0.05884904851770261
298,1,20599.2,612682.44,0,0.033621332447523716
299,0,6034.8,181847.64,0,0.03318602320052105
300,1,12401.64,710447.64,0,0.017456092893770467
301,1,0.0,419104.44,0,0.0
302,0,13044.96,231165.24,0,0.0564313215948903
303,1,12566.88,526797.12,0,0.023855255700714537
304,1,12683.16,460414.44,0,0.02754726806570185
305,0,11750.64,312130.68,0,0.037646539583997315
306,0,10173.84,191743.56,0,0.05305961775195996
307,1,9381.24,611505.48,0,0.015341219836656247
308,0,4829.88,190848.72,0,0.02530737434340665
309,1,2456.88,210411.48,0,0.011676549207296104
310,0,24272.04,220040.88,0,0.11030695750716867
311,1,8987.28,530239.44,0,0.0169494747505014
312,1,10059.36,431009.88,0,0.023339047355480577
313,1,4632.24,536328.36,0,0.00863694770867608
314,1,9748.8,595477.2,0,0.01637140767102418
315,0,21719.16,83821.68,0,0.2591114852386638
316,1,0.0,364326.6,0,0.0
317,0,15938.16,296261.64,0,0.05379758243422942
318,0,17579.28,320600.28,0,0.05483239128799263
319,1,14406.84,476624.28,0,0.03022682772266658
320,1,11876.28,334278.96,0,0.035528051182162346
321,1,10448.76,426471.24,0,0.024500503246127455
322,0,14410.2,238197.96,0,0.06049673977056731
323,0,17145.96,278456.16,0,0.06157507882030694
324,1,0.0,407415.48,0,0.0
325,0,4313.52,261399.24,0,0.01650165471024323
326,1,3188.16,490353.0,0,0.006501765054970602
327,1,12333.24,532882.08,0,0.023144407483171512
328,1,8748.6,420505.56,0,0.020804956776314682
329,1,12513.6,310405.8,0,0.04031367970572715
330,1,2762.76,454507.32,0,0.006078581968712847
331,1,4409.64,367335.24,0,0.012004402300198589
332,0,8852.52,250365.6,0,0.035358371916908715
333,1,219.12,364193.52,0,0.0006016581514135672
334,1,15093.12,370017.24,0,0.04079031560799708
335,1,5466.24,490888.8,0,0.011135393596268646
336,1,683.64,425501.76,0,0.0016066678549108704
337,0,8687.16,146556.48,0,0.05927516818089517
338,1,7348.56,496557.24,0,0.014799018940897933
339,0,14642.16,183697.56,0,0.07970797216903698
340,1,14668.2,388360.44,0,0.037769552429181515
341,1,13985.88,572210.64,0,0.02444183841111378
342,1,19713.84,562283.4,1,0.035060327230005364
343,1,11330.04,673064.16,0,0.016833521487758314
344,1,8995.32,497087.28,0,0.01809605749718641
345,1,4444.56,374772.12,0,0.01185936669995623
346,1,23899.8,505600.44,1,0.047270132913650155
347,1,9287.04,534748.08,0,0.017367131079741326
348,0,9807.0,245770.68,0,0.039903051088111895
349,1,12728.64,603125.52,0,0.02110446263325087
350,1,18605.4,675282.12,1,0.027552040027359233
351,0,5453.64,181109.28,0,0.0301124271489567
352,0,15074.88,213414.72,0,0.07063655215535272
353,1,17812.8,440775.72,0,0.040412389321262975
354,0,12605.76,151939.32,0,0.08296575238062141
355,1,11836.8,545165.64,0,0.021712300136890503
356,1,8608.08,531196.56,0,0.016205074822020684
357,1,8305.68,564457.08,0,0.014714458006266837
358,1,15946.68,416520.72,1,0.038285442318451775
359,1,8081.64,395160.84,0,0.020451520449242894
360,1,2623.68,587896.8,0,0.004462824087492906
361,1,14618.04,527451.36,0,0.027714479682069644
362,0,162.24,231870.6,0,0.0006997006088740876
363,0,6377.76,260718.72,0,0.0244622250370054
364,1,1986.48,401237.52,0,0.0049508829583036
365,0,16222.2,310686.0,0,0.05221413259689848
366,1,1287.36,649727.52,0,0.0019813844425121472
367,1,11366.28,427249.44,0,0.0266033818558077
368,0,5214.72,177751.8,0,0.029337086881820608
369,1,12240.84,449506.56,0,0.027231727163225382
370,1,7947.72,379174.8,0,0.020960570164472957
371,0,9053.04,249212.16,0,0.03632663831492011
372,1,3473.88,532954.8,0,0.006518151257855262
373,1,2376.48,435251.28,0,0.00546001840591945
374,0,6192.72,199380.24,0,0.031059848257781214
375,1,8370.72,501064.8,0,0.016705863193742603
376,0,6027.84,203369.04,0,0.029639909791578895
377,0,17516.28,186905.04,0,0.0937175369909768
378,1,8604.0,413019.12,0,0.020831965357923383
379,0,12455.64,219888.36,0,0.05664529036461957
380,1,8076.24,356831.52,0,0.022633202358356683
381,1,4463.04,493197.24,0,0.009049199058778188
382,1,1069.56,667255.32,0,0.0016029246495929024
383,1,15279.36,490743.36,0,0.031135133443272674
384,1,7208.64,224166.24,0,0.03215756306569625
385,1,10860.48,488541.6,0,0.022230409856601772
386,1,12737.28,653244.12,0,0.01949849927466626
387,1,20071.68,556017.48,0,0.03609900897360278
388,0,10604.4,237001.08,0,0.04474409990030425
389,1,4485.36,647234.88,0,0.006930034425833168
390,1,15453.6,628591.92,0,0.02458447127350921
391,1,14756.88,584879.16,0,0.02523064764352349
392,0,6127.32,269484.6,0,0.02273718052905435
393,1,9307.56,326470.32,0,0.0285096666674018
394,1,13835.76,602478.96,0,0.022964718967115466
395,0,15643.92,95832.0,0,0.16324317555722515
396,1,20103.36,338934.0,0,0.05931349466267769
397,1,4779.36,360021.6,0,0.013275203487790732
398,0,8878.8,300286.44,0,0.029567768694450536
399,1,2717.04,384224.52,0,0.007071490387963787
400,1,14607.84,302083.44,0,0.048356970511193864
401,1,7677.84,358824.0,0,0.02139723095445121
402,0,10598.04,152609.88,0,0.06944530721077823
403,1,27.48,458238.24,0,5.996880574611146e-05
404,1,5035.68,671615.88,0,0.0074978572573358455
405,0,18529.68,133230.36,0,0.13908001149287597
406,1,13212.24,385836.12,0,0.03424313928929205
407,1,20407.2,365867.76,1,0.05577753011087941
408,1,3741.84,579612.72,0,0.006455758941936265
409,1,5313.96,660889.56,0,0.008040617255324777
410,1,8745.72,214914.96,0,0.04069386328434279
411,1,3346.56,446264.04,0,0.007499058180892191
412,1,9104.4,439511.88,0,0.020714798425926505
413,1,7444.08,273644.88,0,0.02720343241941892
414,0,22682.04,220829.52,0,0.10271289816687552
415,1,0.0,347417.4,0,0.0
416,0,15950.4,278208.24,0,0.05733259374344915
417,1,12910.32,529543.56,0,0.024380090657697733
418,1,7422.36,659483.88,0,0.011254801254581082
419,1,13333.08,329602.68,0,0.04045197690746932
420,1,10368.48,550583.16,0,0.018831814616342424
421,1,10742.76,582149.52,0,0.01845360964997446
422,0,11448.36,262902.36,0,0.04354605261055854
423,1,11371.56,561762.24,0,0.020242656394990163
424,1,3207.6,277415.16,0,0.011562453904826254
425,0,16401.72,286958.52,0,0.057157111069572004
426,1,7496.76,459902.04,0,0.01630077570432173
427,1,164.16,302659.68,0,0.0005423913750255732
428,1,9430.44,537336.24,0,0.017550351712737635
429,0,16237.08,227202.0,0,0.07146539202999974
430,1,5763.84,306639.12,0,0.01879681887946978
431,1,0.0,354087.72,0,0.0
432,0,14663.64,215002.32,0,0.06820224079442491
433,0,14219.28,301305.12,0,0.04719229464139209
434,0,5742.84,330148.08,0,0.017394739960323258
435,1,2660.28,417433.2,0,0.0063729478153630335
436,1,6940.68,492649.68,0,0.014088469518543076
437,0,16337.52,234923.52,0,0.0695439945732126
438,0,11734.2,236783.52,0,0.049556658335005756
439,1,14213.16,442649.28,0,0.03210930332926329
440,0,13424.4,262181.28,1,0.05120274033294825
441,1,13429.2,446694.84,1,0.030063476891741128
442,1,9316.2,375953.76,0,0.024780175093873247
443,1,15867.6,621508.8,0,0.02553077285470455
444,1,10536.36,329263.08,0,0.03199982214829552
445,1,15220.56,203054.16,0,0.0749581293975952
446,1,0.0,391336.44,0,0.0
447,1,0.0,447150.84,0,0.0
448,0,4401.48,309996.72,0,0.014198472809647792
449,1,8970.72,478785.24,0,0.01873641718779802
450,1,21447.48,449989.08,0,0.04766222326995135
451,0,23153.4,179945.88,0,0.12866868638503978
452,1,11845.68,335535.84,0,0.035303769636054375
453,0,10276.32,249098.52,0,0.04125403876345793
454,1,13213.8,217846.08,0,0.06065658835816554
455,1,8450.16,378191.76,0,0.022343585698429813
456,1,6667.44,490052.76,0,0.013605555450804928
457,1,12882.0,537169.32,0,0.02398126534851246
458,1,13514.64,394111.8,0,0.034291386352806486
459,0,7797.24,188499.6,0,0.04136475621168427
460,1,11731.92,524922.0,0,0.0223498348326037
461,1,12598.68,511650.12,0,0.0246236236590739
462,0,16602.84,189172.2,0,0.0877657499357728
463,0,13145.64,168782.04,0,0.07788530106639308
464,1,13072.44,362695.2,0,0.03604249518604051
465,1,7262.64,261507.84,0,0.027772169277984173
466,1,12406.68,591144.6,0,0.020987555329102223
467,1,19256.64,458243.88,0,0.04202268887911825
468,1,9915.96,296156.64,0,0.03348214647491948
469,0,14113.8,200048.16,0,0.07055201107573296
470,0,15300.24,239245.2,0,0.06395212944711116
471,0,15483.36,282467.28,0,0.05481470278610676
472,1,13601.64,616974.0,0,0.022045726400140037
473,1,10048.92,448805.88,0,0.02239034836174606
474,0,4548.96,219364.44,0,0.02073699821174298
475,0,13610.04,149440.32,0,0.09107341311902972
476,1,0.0,469440.96,0,0.0
477,1,17894.04,712732.56,0,0.025106247426103276
478,0,20344.32,114995.28,0,0.17691439161676897
479,1,8466.84,655070.88,0,0.012925074611773309
480,1,2870.28,404918.76,0,0.007088533018326936
481,0,14204.52,149143.32,0,0.09524073890805167
482,1,10785.12,459204.96,0,0.023486505894884064
483,0,18291.48,140635.08,0,0.1300634237204544
484,1,9324.24,421380.24,0,0.02212785298143074
485,1,16737.6,312899.16,0,0.053491994034116294
486,0,0.0,245713.92,0,0.0
487,1,750.84,575361.24,0,0.001304988844921149
488,1,23777.4,337534.8,1,0.07044429196633947
489,1,6168.6,600639.12,0,0.010270060331734637
490,1,8673.48,644570.28,0,0.013456220786350868
491,1,1834.44,404602.32,0,0.004533933468300429
492,1,3518.16,424683.48,0,0.008284193206667704
493,1,0.0,463363.44,0,0.0
494,0,7744.44,214540.32,0,0.03609783000230446
495,0,18181.8,312561.24,0,0.05817036047079926
496,0,9209.28,226157.88,0,0.0407205798002705
497,0,5902.56,260582.76,0,0.02265138338391995
498,1,0.0,496673.28,0,0.0
499,1,0.0,415073.88,0,0.0
500,1,6109.92,481591.92,0,0.012686923817160389
501,0,11587.08,197281.2,0,0.05873382765311646
502,0,22422.48,245875.2,0,0.09119455723879431
503,1,4842.0,501645.36,0,0.009652237190034012
504,1,7117.68,452051.28,0,0.015745293321589533
505,1,0.0,534574.44,0,0.0
506,1,8907.48,472406.28,0,0.018855549507089533
507,0,13321.2,156163.32,0,0.08530300201097159
508,1,9258.6,593284.8,0,0.01560565853027079
509,1,7492.08,509913.0,0,0.014692859370127846
510,0,5999.52,274619.4,0,0.0218466721579029
511,1,13063.68,727800.48,0,0.017949534740620124
512,1,18677.88,596036.04,0,0.03133682990042012
513,0,9564.96,282704.16,0,0.03383381411861785
514,1,4991.88,458588.16,0,0.01088532246449625
515,0,6458.76,321996.48,0,0.02005848014239162
516,0,14183.16,253032.96,0,0.056052618599569004
517,0,10032.24,111261.48,0,0.09016813366135341
518,1,1253.28,563136.12,0,0.0022255365185951843
519,1,6770.52,638359.44,0,0.010606124975609353
520,0,9654.48,301097.52,0,0.03206429597958827
521,1,12347.4,254619.6,0,0.048493517388292176
522,1,8985.0,107806.32,0,0.08334390785252664
523,1,799.56,344831.64,0,0.002318696741401108
524,1,5433.6,576410.88,0,0.009426609018899851
525,0,9581.52,332688.84,0,0.02880024469711698
526,0,23302.8,281605.56,0,0.08274978661642902
527,1,17353.2,275957.16,0,0.06288367368326302
528,1,9132.72,738960.36,0,0.012358876733252646
529,1,16202.04,517769.52,0,0.03129199262250895
530,1,4571.4,443320.32,0,0.01031173125563024
531,0,19234.2,190877.64,0,0.10076717210040945
532,1,1771.32,451062.72,0,0.003926992680751804
533,1,0.0,435396.96,0,0.0
534,0,8796.84,225818.04,0,0.038955435092785325
535,0,12993.0,313156.08,0,0.041490492536501285
536,1,9355.92,489653.76,0,0.019107215678278465
537,1,11929.92,783048.96,0,0.015235215943585444
538,1,9230.16,600849.36,0,0.015361853759817603
539,0,8209.2,59822.04,0,0.13722701532746126
540,1,5310.72,334781.64,0,0.01586323551076457
541,1,20604.84,460906.68,1,0.04470501490670519
542,1,0.0,435630.36,0,0.0
543,1,13108.2,536604.12,0,0.024428064398760115
544,1,5967.96,421761.6,0,0.014150079096816781
545,0,13796.16,202892.4,0,0.06799742129325692
546,1,17582.52,704399.76,1,0.024960996579555906
547,1,6783.84,501475.32,0,0.013527764437141194
548,0,11065.68,146690.28,0,0.075435673038459
549,0,2107.2,138120.72,0,0.015256219342036444
550,1,12299.4,596106.72,0,0.020632882648932392
551,1,7162.68,649099.44,0,0.01103479614772122
552,1,9004.92,637018.92,0,0.014136032254740565
553,0,9490.44,170207.64,0,0.0557580141525962
554,1,1347.96,508632.6,0,0.0026501643819133894
555,0,8860.68,193119.36,0,0.04588188361850413
556,1,13894.32,653037.72,0,0.02127644326578869
557,1,14558.88,541794.24,0,0.02687160350763419
558,1,16075.56,499872.0,0,0.032159352794315345
559,1,7059.72,678251.52,0,0.01040870501845687
560,1,8661.72,676508.64,0,0.012803561533227424
561,1,8169.84,526121.64,0,0.015528424187227882
562,0,9784.92,144861.12,0,0.06754690285426483
563,1,12510.12,446041.32,0,0.02804699797767615
